gene_A	gene_B	type_A	type_B
THBS1	GP1BA	L	R
THBS1	ELANE	L	R
THBS1	MMP2	L	R
THBS1	ITGA2B	L	R
THBS1	ITGA5	L	R
THBS1	GP1BB	L	R
THBS1	ITGA4	L	R
THBS1	GP9	L	R
THBS1	MMP9	L	R
THBS1	ITGB4	L	R
THBS1	CD36	L	R
THBS1	ITGA2	L	R
THBS1	ITGB5	L	R
THBS1	ITGB6	L	R
THBS1	SDC1	L	R
THBS1	VCAM1	L	R
THBS1	ITGA6	L	R
THBS1	ITGB7	L	R
THBS1	ITGB8	L	R
THBS1	NOS3	L	R
THBS1	SDC2	L	R
THBS1	GP5	L	R
THBS1	ITGA8	L	R
THBS1	ITGA1	L	R
THBS1	SIRPA	L	R
THBS1	LRP2	L	R
THBS1	PTK2	L	R
THBS1	LRP1	L	R
THBS1	CD47	L	R
THBS1	PTPRJ	L	R
THBS1	ITGA7	L	R
THBS1	ITGA9	L	R
THBS1	LTBP1	L	R
THBS1	SCARB1	L	R
THBS1	ITGA11	L	R
MSMB	GPR55	L	R
HSP90AB1	MOS	L	R
HSP90AB1	ERBB2	L	R
HSP90AB1	AR	L	R
HSP90AB1	NOS3	L	R
HSP90AB1	KEAP1	L	R
HSP90AB1	NOD2	L	R
CTSG	F2RL2	L	R
CTSG	F8	L	R
CTSG	C3	L	R
CTSG	THBD	L	R
CTSG	SRC	L	R
CTSG	FPR1	L	R
CTSG	F2R	L	R
CTSG	CXCL12	L	R
CTSG	F2RL1	L	R
CTSG	PARD3	L	R
CTSG	F2RL3	L	R
INHBA	TGFB1	L	R
INHBA	EPOR	L	R
INHBA	TGFBR3	L	R
INHBA	BAMBI	L	R
LPA	EGFR	L	R
LPA	NTRK1	L	R
LPA	ITGB2	L	R
LPA	ITGAM	L	R
LPA	IFNAR1	L	R
LPA	STAT3	L	R
LPA	GSK3B	L	R
LPA	LRP2	L	R
LPA	PTK2	L	R
LPA	LPAR1	L	R
LPA	LPAR4	L	R
LPA	LPAR2	L	R
LPA	TREM2	L	R
LPA	LPAR3	L	R
FGF4	NRP1	L	R
FGF4	EGFR	L	R
FGF4	IGF1R	L	R
FGF4	MET	L	R
FGF4	PDGFRB	L	R
FGF4	FGFR1	L	R
FGF4	PDGFRA	L	R
FGF4	PLCG1	L	R
FGF4	FGFR2	L	R
FGF4	FGFR4	L	R
FGF4	FGFR3	L	R
FGF4	PIK3R1	L	R
FGF4	EPHA2	L	R
FGF4	PIK3CA	L	R
FGF4	FGFRL1	L	R
ITGA5	ADAM23	L	R
ITGA5	CSK	L	R
ITGA5	PTK2	L	R
ITGA5	ADAM15	L	R
ITGA5	CASP8	L	R
IL3	CSF2RB	L	R
IL3	IL3RA	L	R
IL3	DDAH2	L	R
IL3	PLAU	L	R
IL3	EPO	L	R
IL3	MPO	L	R
IL3	CSF1	L	R
IL3	BCL2	L	R
IL3	PIM1	L	R
IL3	CSF2RA	L	R
IL3	PRKACA	L	R
IL3	HDC	L	R
IL3	PRKACG	L	R
IL3	PRKACB	L	R
IL3	PIK3R1	L	R
IL3	LTK	L	R
IL3	PIK3CA	L	R
IL3	SOS1	L	R
IL3	PAK1	L	R
IL6R	EPO	L	R
IL6R	SRC	L	R
IL6R	IL6ST	L	R
IL6R	STAT3	L	R
IL6R	JAK3	L	R
IL6R	MAP2K6	L	R
IL6R	SOS1	L	R
IL6R	BTNL9	L	R
IL6R	ISLR2	L	R
IL6R	ILDR1	L	R
IL6R	LILRA3	L	R
IL6R	LILRB1	L	R
IL6R	GP6	L	R
NMB	EGFR	L	R
NMB	NMBR	L	R
NMB	GRPR	L	R
NMB	BRS3	L	R
FGF2	ITGAV	L	R
FGF2	ITGB3	L	R
FGF2	FGFR1	L	R
FGF2	TGFBR3	L	R
FGF2	TNFRSF11B	L	R
FGF2	NRP1	L	R
FGF2	SDC3	L	R
FGF2	GPC4	L	R
FGF2	GSR	L	R
FGF2	EGFR	L	R
FGF2	PLAU	L	R
FGF2	RAF1	L	R
FGF2	PGR	L	R
FGF2	CDK1	L	R
FGF2	THBS1	L	R
FGF2	IGF1R	L	R
FGF2	MET	L	R
FGF2	PDGFRB	L	R
FGF2	PARP1	L	R
FGF2	ODC1	L	R
FGF2	BMP1	L	R
FGF2	PKM	L	R
FGF2	MMP9	L	R
FGF2	ANPEP	L	R
FGF2	CD44	L	R
FGF2	PDGFRA	L	R
FGF2	SDC1	L	R
FGF2	PLCG1	L	R
FGF2	S1PR1	L	R
FGF2	FGFR2	L	R
FGF2	FGFR4	L	R
FGF2	FGFR3	L	R
FGF2	MAPK3	L	R
FGF2	PIK3R1	L	R
FGF2	CHAT	L	R
FGF2	MAPK1	L	R
FGF2	SDC2	L	R
FGF2	PTGS2	L	R
FGF2	STAT3	L	R
FGF2	PIK3CA	L	R
FGF2	GSK3B	L	R
FGF2	CXCR4	L	R
FGF2	PLCB3	L	R
FGF2	PTK2	L	R
FGF2	PAK2	L	R
FGF2	STK11	L	R
FGF2	MAPK14	L	R
FGF2	FGFRL1	L	R
FGF2	MAP3K5	L	R
DBH	GPR161	L	R
CD48	CD2	L	R
CD48	PDCD1	L	R
CD48	CD244	L	R
CXCL1	CXCR6	L	R
CXCL1	ADRA2A	L	R
CXCL1	PRKACA	L	R
CXCL1	CXCR1	L	R
CXCL1	CXCR2	L	R
CXCL1	CCR1	L	R
CXCL1	CCR7	L	R
CXCL1	CXCR5	L	R
CXCL1	CCR2	L	R
CXCL1	CCR10	L	R
CXCL1	XCR1	L	R
CXCL1	MTNR1A	L	R
CXCL1	CX3CR1	L	R
CXCL1	CXCR3	L	R
CXCL1	CCR3	L	R
CXCL1	CCR4	L	R
CXCL1	CCR5	L	R
CXCL1	CCR6	L	R
CXCL1	CCR8	L	R
CXCL1	CCR9	L	R
CXCL1	CXCR4	L	R
CXCL1	GRM7	L	R
CXCL1	ACKR1	L	R
CXCL1	PLCE1	L	R
LGALS1	ITGB1	L	R
LGALS1	RET	L	R
LGALS1	PTPRC	L	R
LGALS1	BCL2	L	R
LGALS1	STAT3	L	R
LGALS1	CD69	L	R
SPARC	PDGFB	L	R
SPARC	FGFR1	L	R
SPARC	ERBB3	L	R
SPARC	MMP14	L	R
SPARC	PDGFC	L	R
INHBB	TGFB1	L	R
INHBB	CFC1B	L	R
INHBB	CFC1	L	R
INHBB	BAMBI	L	R
WNT2	FZD9	L	R
WNT2	LRP5	L	R
WNT2	LRP6	L	R
WNT2	FZD6	L	R
WNT2	FZD7	L	R
WNT2	FZD5	L	R
WNT2	FZD2	L	R
WNT2	FZD8	L	R
WNT2	FZD3	L	R
WNT2	FZD4	L	R
WNT2	FZD10	L	R
WNT2	FZD1	L	R
WNT2	STAT3	L	R
CSF1	TNF	L	R
CSF1	ITGB3	L	R
CSF1	ITGAV	L	R
CSF1	CSF2RA	L	R
CSF1	VEGFA	L	R
CSF1	MSR1	L	R
CSF1	PLA2G4A	L	R
CSF1	GSK3B	L	R
CSF1	SIRPA	L	R
CSF1	MAP2K1	L	R
CSF1	PAK1	L	R
CSF1	CSF3R	L	R
GIP	RAMP2	L	R
GIP	RAMP3	L	R
GIP	INSR	L	R
GIP	ADRB2	L	R
GIP	ADRB3	L	R
GIP	TSHR	L	R
GIP	DPP4	L	R
GIP	VIPR1	L	R
GIP	ADCYAP1R1	L	R
GIP	GIPR	L	R
GIP	PTH1R	L	R
GIP	GPR20	L	R
GIP	GPR84	L	R
SCT	RAMP2	L	R
SCT	RAMP3	L	R
SCT	ADRB2	L	R
SCT	BCR	L	R
SCT	ADRB3	L	R
SCT	TSHR	L	R
SCT	VIPR1	L	R
SCT	ADCYAP1R1	L	R
SCT	VIPR2	L	R
SCT	SCTR	L	R
SCT	PTH1R	L	R
SCT	PAK2	L	R
SCT	GPR20	L	R
SCT	GPR84	L	R
CSF3	JAK2	L	R
CSF3	TNF	L	R
CSF3	TFRC	L	R
CSF3	CSF1R	L	R
CSF3	GHR	L	R
CSF3	ACE	L	R
CSF3	MMP9	L	R
CSF3	CSF2RA	L	R
CSF3	PRLR	L	R
CSF3	EPOR	L	R
CSF3	FPR1	L	R
CSF3	MAPK3	L	R
CSF3	CSF2RB	L	R
CSF3	MPL	L	R
CSF3	STAT3	L	R
CSF3	CXCL12	L	R
CSF3	LEPR	L	R
CSF3	PLAUR	L	R
CSF3	BIRC3	L	R
CSF3	CSF3R	L	R
C4B	C3	L	R
2	C3	L	R
C4B	CD46	L	R
2	CD46	L	R
C4B	CR1	L	R
2	CR1	L	R
C4B	C3AR1	L	R
2	C3AR1	L	R
C4B	C5AR2	L	R
2	C5AR2	L	R
NPS	RAMP2	L	R
NPS	RAMP3	L	R
NPS	ADRB2	L	R
NPS	ADRB3	L	R
NPS	TSHR	L	R
NPS	VIPR1	L	R
NPS	ADCYAP1R1	L	R
NPS	PTH1R	L	R
NPS	NPSR1	L	R
NPS	GPR20	L	R
NPS	GPR84	L	R
SAA1	TLR2	L	R
SAA1	MPO	L	R
SAA1	ADRA2A	L	R
SAA1	HMOX1	L	R
SAA1	F3	L	R
SAA1	MMP9	L	R
SAA1	CD36	L	R
SAA1	FPR1	L	R
SAA1	FPR2	L	R
SAA1	PTGS2	L	R
SAA1	MTNR1A	L	R
SAA1	GRM7	L	R
SAA1	SCARB1	L	R
APELA	APLNR	L	R
CSH1	GHR	L	R
CSH1	PRLR	L	R
CSH2	PRLR	L	R
CGB8	SIRPA	L	R
SLURP2	CHRNA1	L	R
SLURP2	CHRNG	L	R
SLURP2	CHRNB1	L	R
SLURP2	CHRNB2	L	R
SLURP2	CHRNA5	L	R
SLURP2	CHRNB4	L	R
SLURP2	CHRNA3	L	R
SLURP2	CHRNA7	L	R
SLURP2	CHRNA4	L	R
SLURP2	CHRNE	L	R
SLURP2	CHRNB3	L	R
SLURP2	CHRND	L	R
SLURP2	CHRNA2	L	R
SLURP2	CHRNA6	L	R
SLURP2	CHRNA10	L	R
SLURP2	CHRNA9	L	R
PYY	ADRA2A	L	R
PYY	NPY1R	L	R
PYY	MAPK3	L	R
PYY	DPP4	L	R
PYY	MTNR1A	L	R
PYY	NPY2R	L	R
PYY	NPY4R	L	R
PYY	GRM7	L	R
PYY	NPY5R	L	R
PYY	NPY6R	L	R
PYY	GPR83	L	R
CALCB	CALCR	L	R
CALCB	RAMP1	L	R
CALCB	CALCRL	L	R
CALCB	RAMP2	L	R
CALCB	RAMP3	L	R
CALCB	ADRB2	L	R
CALCB	ADRB3	L	R
CALCB	TSHR	L	R
CALCB	VIPR1	L	R
CALCB	ADCYAP1R1	L	R
CALCB	PTH1R	L	R
CALCB	GPR20	L	R
CALCB	GPR84	L	R
CXCL8	CXCR6	L	R
CXCL8	SDC3	L	R
CXCL8	EGFR	L	R
CXCL8	ADRA2A	L	R
CXCL8	ITGAM	L	R
CXCL8	CD79A	L	R
CXCL8	MMP9	L	R
CXCL8	SELP	L	R
CXCL8	SDC1	L	R
CXCL8	CXCR1	L	R
CXCL8	CXCR2	L	R
CXCL8	CD38	L	R
CXCL8	CCR1	L	R
CXCL8	CCR7	L	R
CXCL8	CXCR5	L	R
CXCL8	CDH5	L	R
CXCL8	SDC2	L	R
CXCL8	KDR	L	R
CXCL8	CCR2	L	R
CXCL8	MTOR	L	R
CXCL8	CCR10	L	R
CXCL8	XCR1	L	R
CXCL8	MTNR1A	L	R
CXCL8	PIK3CG	L	R
CXCL8	CX3CR1	L	R
CXCL8	CXCR3	L	R
CXCL8	CCR3	L	R
CXCL8	CCR4	L	R
CXCL8	CCR5	L	R
CXCL8	CCR6	L	R
CXCL8	CCR8	L	R
CXCL8	CCR9	L	R
CXCL8	CXCR4	L	R
CXCL8	PLA2G7	L	R
CXCL8	GRM7	L	R
CXCL8	EZH2	L	R
CXCL8	ACKR1	L	R
CXCL8	LPAR2	L	R
CCL3	CXCR6	L	R
CCL3	ACKR2	L	R
CCL3	CXCR1	L	R
CCL3	CXCR2	L	R
CCL3	CCR1	L	R
CCL3	CCR7	L	R
CCL3	CXCR5	L	R
CCL3	STAT3	L	R
CCL3	CCR2	L	R
CCL3	CCR10	L	R
CCL3	XCR1	L	R
CCL3	PIK3CG	L	R
CCL3	CX3CR1	L	R
CCL3	CXCR3	L	R
CCL3	CCR3	L	R
CCL3	CCR4	L	R
CCL3	CCR5	L	R
CCL3	CCR6	L	R
CCL3	CCR8	L	R
CCL3	CCR9	L	R
CCL3	CXCR4	L	R
HLA-C	CD8B2	L	R
HLA-C	KLRC4	L	R
HLA-C	LILRA1	L	R
HLA-C	CD160	L	R
HLA-C	CD8A	L	R
HLA-C	CD3D	L	R
HLA-C	ERBB2	L	R
HLA-C	CD3G	L	R
HLA-C	CD8B	L	R
HLA-C	CD53	L	R
HLA-C	KLRC1	L	R
HLA-C	KLRC2	L	R
HLA-C	KIR2DL1	L	R
HLA-C	KIR2DL2	L	R
HLA-C	KIR2DL3	L	R
HLA-C	KIR3DL1	L	R
HLA-C	KIR3DL2	L	R
HLA-C	KIR2DS2	L	R
HLA-C	KIR2DS4	L	R
HLA-C	CD81	L	R
HLA-C	KLRC3	L	R
HLA-C	DDR1	L	R
HLA-C	KLRD1	L	R
HLA-C	KIR2DS3	L	R
HLA-C	KIR2DS5	L	R
HLA-C	KIR2DS1	L	R
HLA-C	SLC9C2	L	R
HLA-C	KIR2DL5A	L	R
HLA-C	LILRB2	L	R
HLA-C	LILRA3	L	R
HLA-C	KIR3DL3	L	R
HLA-C	LILRB1	L	R
HLA-C	NOTCH4	L	R
HLA-C	KIR2DL4	L	R
SPP1	ITGAV	L	R
SPP1	ITGB3	L	R
SPP1	ITGB1	L	R
SPP1	ITGA5	L	R
SPP1	ITGA4	L	R
SPP1	ITGA8	L	R
SPP1	ITGA9	L	R
SPP1	ITGB5	L	R
SPP1	ITGB6	L	R
SPP1	ITGA10	L	R
SPP1	PLAU	L	R
SPP1	TFRC	L	R
SPP1	RAF1	L	R
SPP1	ITGA2B	L	R
SPP1	CD44	L	R
SPP1	ITGB4	L	R
SPP1	ITGA2	L	R
SPP1	S1PR1	L	R
SPP1	ITGA6	L	R
SPP1	RPS6KB1	L	R
SPP1	ITGA3	L	R
SPP1	ITGB7	L	R
SPP1	ITGB8	L	R
SPP1	NOS2	L	R
SPP1	PTGER4	L	R
SPP1	MTOR	L	R
SPP1	SYK	L	R
SPP1	GSK3B	L	R
SPP1	ITGA1	L	R
SPP1	PTK2	L	R
SPP1	MAP3K1	L	R
SPP1	ILK	L	R
SPP1	ITGA7	L	R
SPP1	MAP3K14	L	R
SPP1	ITGA11	L	R
TGFB3	ACVR1B	L	R
TGFB3	TGFBR2	L	R
TGFB3	TGFBR1	L	R
TGFB3	ACVR1	L	R
TGFB3	ACVR1C	L	R
TGFB3	MAP3K7	L	R
TGFB3	TGFB1	L	R
TGFB3	ITGB3	L	R
TGFB3	ITGB1	L	R
TGFB3	ITGB5	L	R
TGFB3	ITGB6	L	R
TGFB3	RPS6KB1	L	R
TGFB3	ACVRL1	L	R
TGFB3	TGFBR3	L	R
MAPT	TUBB3	L	R
PF4V1	CXCR6	L	R
PF4V1	LDLR	L	R
PF4V1	THBD	L	R
PF4V1	CXCR1	L	R
PF4V1	CXCR2	L	R
PF4V1	CCR1	L	R
PF4V1	CCR7	L	R
PF4V1	CXCR5	L	R
PF4V1	SDC2	L	R
PF4V1	CCR2	L	R
PF4V1	CCR10	L	R
PF4V1	XCR1	L	R
PF4V1	CX3CR1	L	R
PF4V1	CXCR3	L	R
PF4V1	CCR3	L	R
PF4V1	CCR4	L	R
PF4V1	CCR5	L	R
PF4V1	CCR6	L	R
PF4V1	CCR8	L	R
PF4V1	CCR9	L	R
PF4V1	CXCR4	L	R
PF4V1	PROCR	L	R
KIT	PIK3CA	L	R
KIT	PIK3R1	L	R
KIT	PIK3CD	L	R
KIT	PIK3R2	L	R
KIT	PIK3C2B	L	R
KIT	JAK2	L	R
KIT	NRAS	L	R
KIT	KRAS	L	R
KIT	LCK	L	R
KIT	YES1	L	R
KIT	LYN	L	R
KIT	CD63	L	R
KIT	PDGFRB	L	R
KIT	SRC	L	R
KIT	CSF2RA	L	R
KIT	FER	L	R
KIT	IL7R	L	R
KIT	PLCG1	L	R
KIT	EPOR	L	R
KIT	RPS6KB1	L	R
KIT	CSF2RB	L	R
KIT	FLT3	L	R
KIT	STAT3	L	R
KIT	PIK3CB	L	R
KIT	MATK	L	R
KIT	TEC	L	R
KIT	MAPK8	L	R
KIT	PIK3CG	L	R
KIT	CD81	L	R
KIT	SOS1	L	R
KIT	PTPRO	L	R
KIT	PIK3R5	L	R
KIT	PIK3R3	L	R
KIT	PTPRU	L	R
KIT	INPP5D	L	R
KIT	PLCE1	L	R
RBP3	NOTCH1	L	R
FGF6	EGFR	L	R
FGF6	IGF1R	L	R
FGF6	MET	L	R
FGF6	PDGFRB	L	R
FGF6	FGFR1	L	R
FGF6	PDGFRA	L	R
FGF6	PLCG1	L	R
FGF6	FGFR2	L	R
FGF6	FGFR4	L	R
FGF6	FGFR3	L	R
FGF6	PIK3R1	L	R
FGF6	PIK3CA	L	R
FGF6	CDH11	L	R
CLU	TREM2	L	R
CLU	TYROBP	L	R
CLU	IKBKB	L	R
CLU	TGFB1	L	R
CLU	LRP2	L	R
GHR	JAK2	L	R
GHR	PLCG1	L	R
GHR	EPOR	L	R
GHR	JAK1	L	R
GHR	PIK3R1	L	R
GHR	TYK2	L	R
GHR	PIK3CA	L	R
GHR	JAK3	L	R
GHR	MAP2K5	L	R
HAPLN1	TNFRSF11B	L	R
HAPLN1	MPIG6B	L	R
HAPLN1	IL1RL1	L	R
HAPLN1	AGER	L	R
HAPLN1	PRTG	L	R
HAPLN1	TREML2	L	R
HAPLN1	IGDCC4	L	R
HAPLN1	ADGRA2	L	R
CD8B	LAT	L	R
CD8B	IL2RA	L	R
CD8B	CD28	L	R
CD8B	PRF1	L	R
CD8B	IL2RB	L	R
CD8B	PIK3R1	L	R
CD8B	IL2RG	L	R
CD8B	CD80	L	R
CD8B	CSK	L	R
CD8B	CD86	L	R
CD8B	PRKCQ	L	R
IAPP	CALCR	L	R
IAPP	RAMP1	L	R
IAPP	CALCRL	L	R
IAPP	RAMP2	L	R
IAPP	RAMP3	L	R
IAPP	APP	L	R
IAPP	ADRB2	L	R
IAPP	ADRB3	L	R
IAPP	TSHR	L	R
IAPP	VIPR1	L	R
IAPP	ADCYAP1R1	L	R
IAPP	PTH1R	L	R
IAPP	GPR20	L	R
IAPP	GPR84	L	R
LAMC1	ITGA3	L	R
LAMC1	ITGA9	L	R
LAMC1	ITGAV	L	R
LAMC1	ITGB8	L	R
LAMC1	ITGA10	L	R
LAMC1	PRNP	L	R
LAMC1	ITGB3	L	R
LAMC1	ITGA2B	L	R
LAMC1	ITGA5	L	R
LAMC1	ITGA4	L	R
LAMC1	CD44	L	R
LAMC1	ITGB5	L	R
LAMC1	ITGB6	L	R
LAMC1	ITGB7	L	R
LAMC1	PIK3R1	L	R
LAMC1	PIK3CA	L	R
LAMC1	ITGA8	L	R
LAMC1	PTK2	L	R
LAMC1	DAG1	L	R
LAMC1	SV2C	L	R
LAMC1	SV2B	L	R
LAMC1	ITGA11	L	R
HSPA8	LDLR	L	R
HSPA8	ADRB2	L	R
HSPA8	MAPK8	L	R
HSPA8	MAPK9	L	R
HSPA8	MAPK10	L	R
HSPA8	LRP2	L	R
FGF3	EGFR	L	R
FGF3	IGF1R	L	R
FGF3	MET	L	R
FGF3	PDGFRB	L	R
FGF3	FGFR1	L	R
FGF3	PDGFRA	L	R
FGF3	PLCG1	L	R
FGF3	FGFR2	L	R
FGF3	FGFR4	L	R
FGF3	FGFR3	L	R
FGF3	PIK3R1	L	R
FGF3	PIK3CA	L	R
FGF3	FGFRL1	L	R
SCGB1A1	PLA2G1B	L	R
SCGB1A1	MAPK1	L	R
SCGB1A1	PTGFR	L	R
SCGB1A1	LRP2	L	R
SCGB1A1	LMBR1L	L	R
PCNA	CHEK1	L	R
PCNA	NCR2	L	R
PCNA	CDK4	L	R
PCNA	CDK2	L	R
PCNA	DNMT1	L	R
PCNA	CDK6	L	R
PCNA	EP300	L	R
FGF5	EGFR	L	R
FGF5	IGF1R	L	R
FGF5	MET	L	R
FGF5	PDGFRB	L	R
FGF5	FGFR1	L	R
FGF5	PDGFRA	L	R
FGF5	PLCG1	L	R
FGF5	FGFR2	L	R
FGF5	FGFR4	L	R
FGF5	FGFR3	L	R
FGF5	PIK3R1	L	R
FGF5	PIK3CA	L	R
COL6A3	ITGA10	L	R
COL6A3	ITGB1	L	R
COL6A3	ITGA2	L	R
COL6A3	ITGA3	L	R
COL6A3	ITGA1	L	R
COL6A3	ITGA9	L	R
COL6A3	ITGA11	L	R
COL6A3	ITGAV	L	R
COL6A3	ITGB8	L	R
COL6A3	SDC3	L	R
COL6A3	ITGB3	L	R
COL6A3	ITGA2B	L	R
COL6A3	ITGA5	L	R
COL6A3	ITGA4	L	R
COL6A3	CD44	L	R
COL6A3	ITGB4	L	R
COL6A3	ITGB5	L	R
COL6A3	ITGB6	L	R
COL6A3	SDC1	L	R
COL6A3	ITGA6	L	R
COL6A3	ITGB7	L	R
COL6A3	SDC2	L	R
COL6A3	ITGA8	L	R
COL6A3	DDR1	L	R
COL6A3	ITGA7	L	R
COL6A3	GP6	L	R
PTHLH	RAMP2	L	R
PTHLH	RAMP3	L	R
PTHLH	ADRB2	L	R
PTHLH	ADRB3	L	R
PTHLH	TSHR	L	R
PTHLH	VIPR1	L	R
PTHLH	KDR	L	R
PTHLH	ADCYAP1R1	L	R
PTHLH	PTH2R	L	R
PTHLH	PRLHR	L	R
PTHLH	PTH1R	L	R
PTHLH	GPR20	L	R
PTHLH	GPR84	L	R
PIP	CD4	L	R
PIP	AQP5	L	R
PIP	NPTN	L	R
GZMA	F2RL2	L	R
GZMA	F2R	L	R
GZMA	F2RL1	L	R
GZMA	MAPK14	L	R
GZMA	PARD3	L	R
GZMA	F2RL3	L	R
BMP2	ACVR2A	L	R
BMP2	BMPR1B	L	R
BMP2	BMPR1A	L	R
BMP2	BMPR2	L	R
BMP2	ACVR2B	L	R
BMP2	ACVR1	L	R
BMP2	MAP3K7	L	R
BMP2	GREM1	L	R
BMP2	MMP9	L	R
BMP2	FGFR3	L	R
BMP2	MAPK1	L	R
BMP2	GPC1	L	R
BMP2	ACVRL1	L	R
BMP2	MMP13	L	R
BMP2	LIMK1	L	R
BMP2	CDH11	L	R
BMP2	PTEN	L	R
BMP2	MAPK14	L	R
BMP2	AMHR2	L	R
BMP2	RGMB	L	R
BMP2	HJV	L	R
BMP2	SMO	L	R
BMP4	ACVR2A	L	R
BMP4	BMPR1B	L	R
BMP4	BMPR1A	L	R
BMP4	BMPR2	L	R
BMP4	ACVR2B	L	R
BMP4	ACVR1	L	R
BMP4	MAP3K7	L	R
BMP4	LRP6	L	R
BMP4	CFC1	L	R
BMP4	MMP9	L	R
BMP4	VEGFA	L	R
BMP4	ACVRL1	L	R
BMP4	STAT3	L	R
BMP4	ACACA	L	R
BMP4	PDCD1	L	R
BMP4	AMHR2	L	R
BMP4	RGMB	L	R
BMP4	HJV	L	R
BMP4	GREM2	L	R
BMP3	BMPR1B	L	R
BMP3	TGFB1	L	R
BMP3	ACVR2A	L	R
BMP3	BMPR1A	L	R
BMP3	ACVR1B	L	R
BMP3	ACVR1	L	R
BMP3	ACVR2B	L	R
BMP3	BMPR2	L	R
MLN	ATP2A1	L	R
MLN	MLNR	L	R
MLN	ATP2A2	L	R
MLN	ATP2A3	L	R
IL7	A0A2R8YE73	L	R
IL7	IL2RG	L	R
IL7	IL7R	L	R
IL7	TGFB1	L	R
IL7	MUC1	L	R
IL7	MTOR	L	R
IL7	PIK3CG	L	R
IL7	DLK1	L	R
CCL4	CXCR6	L	R
CCL4	ACKR2	L	R
CCL4	PLCG1	L	R
CCL4	CXCR1	L	R
CCL4	CXCR2	L	R
CCL4	CCR1	L	R
CCL4	CCR7	L	R
CCL4	CXCR5	L	R
CCL4	CNR2	L	R
CCL4	STAT3	L	R
CCL4	CCR2	L	R
CCL4	CCR10	L	R
CCL4	XCR1	L	R
CCL4	CX3CR1	L	R
CCL4	CXCR3	L	R
CCL4	CCR3	L	R
CCL4	CCR4	L	R
CCL4	CCR5	L	R
CCL4	CCR6	L	R
CCL4	CCR8	L	R
CCL4	CCR9	L	R
CCL4	CXCR4	L	R
CCL4	PLCB1	L	R
BMP1	BMPR1B	L	R
BMP1	BMPR1A	L	R
BMP1	BMPR2	L	R
CCL2	CXCR6	L	R
CCL2	ACKR2	L	R
CCL2	JAK2	L	R
CCL2	TNF	L	R
CCL2	F3	L	R
CCL2	VEGFA	L	R
CCL2	CXCR1	L	R
CCL2	CXCR2	L	R
CCL2	CCR1	L	R
CCL2	CCR7	L	R
CCL2	CXCR5	L	R
CCL2	PTGS2	L	R
CCL2	CCR2	L	R
CCL2	CCR10	L	R
CCL2	XCR1	L	R
CCL2	CX3CR1	L	R
CCL2	CXCR3	L	R
CCL2	MMP14	L	R
CCL2	CCR3	L	R
CCL2	CCR4	L	R
CCL2	CCR5	L	R
CCL2	CCR6	L	R
CCL2	CCR8	L	R
CCL2	CCR9	L	R
CCL2	CXCR4	L	R
CCL2	MAPK11	L	R
CCL2	ACKR1	L	R
CCL2	ACKR4	L	R
CCL5	CCRL2	L	R
CCL5	CXCR6	L	R
CCL5	ACKR2	L	R
CCL5	GPR75	L	R
CCL5	CD4	L	R
CCL5	ADRA2A	L	R
CCL5	MMP9	L	R
CCL5	SDC1	L	R
CCL5	CXCR1	L	R
CCL5	CXCR2	L	R
CCL5	DPP4	L	R
CCL5	CCR1	L	R
CCL5	CCR7	L	R
CCL5	CXCR5	L	R
CCL5	CCR2	L	R
CCL5	MTOR	L	R
CCL5	TNFRSF4	L	R
CCL5	CCR10	L	R
CCL5	XCR1	L	R
CCL5	MTNR1A	L	R
CCL5	CXCL12	L	R
CCL5	CX3CR1	L	R
CCL5	CXCR3	L	R
CCL5	CCR3	L	R
CCL5	CCR4	L	R
CCL5	CCR5	L	R
CCL5	CCR6	L	R
CCL5	CCR8	L	R
CCL5	CCR9	L	R
CCL5	CXCR4	L	R
CCL5	CX3CL1	L	R
CCL5	PLD1	L	R
CCL5	GRM7	L	R
CCL5	ACKR1	L	R
CCL5	ACKR4	L	R
ICAM2	ITGAM	L	R
ICAM2	ITGB2	L	R
ICAM2	ITGAL	L	R
ICAM2	EZR	L	R
VCAN	TLR3	L	R
VCAN	TLR2	L	R
VCAN	EGFR	L	R
VCAN	LDLR	L	R
VCAN	ITGB1	L	R
VCAN	ITGA4	L	R
VCAN	SELL	L	R
VCAN	CD44	L	R
VCAN	SELP	L	R
VCAN	TLR1	L	R
VCAN	TLR6	L	R
OSM	IL6R	L	R
OSM	IL6ST	L	R
OSM	IL13RA1	L	R
OSM	IL13RA2	L	R
OSM	IL4R	L	R
OSM	CNTFR	L	R
OSM	LIFR	L	R
OSM	IL11RA	L	R
OSM	IL27RA	L	R
OSM	OSMR	L	R
OSM	IL31RA	L	R
OSM	ADAMTS4	L	R
OSM	PLAT	L	R
OSM	LDLR	L	R
OSM	CXCL10	L	R
OSM	RAF1	L	R
OSM	F3	L	R
OSM	JAK1	L	R
OSM	MAPK3	L	R
OSM	MAPK1	L	R
OSM	PTGS2	L	R
OSM	STAT3	L	R
OSM	STAT6	L	R
OSM	XDH	L	R
HLA-E	CD8B2	L	R
HLA-E	KLRC1	L	R
HLA-E	KLRD1	L	R
HLA-E	KLRC2	L	R
HLA-E	KLRC3	L	R
HLA-E	KLRC4	L	R
HLA-E	CD8A	L	R
HLA-E	ERBB2	L	R
HLA-E	CD8B	L	R
HLA-E	KLRK1	L	R
HLA-E	KIR2DL1	L	R
HLA-E	KIR2DL2	L	R
